timestamp,snapshot_id,grid_flat
1765532909175,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1765532909226,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1765532909276,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1765532909326,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1765532909377,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1765532909427,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1765532909478,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1765532909529,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1765532909579,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1765532909629,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1765532909680,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1765532909730,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1765532909780,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532909831,84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532909881,85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532909932,86,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532909983,87,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532910033,88,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532910084,89,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532910134,90,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532910185,91,1,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532910235,92,1,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532910286,93,1,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532910337,94,1,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532910388,95,1,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532910439,96,1,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,0,0,0
1765532910490,97,1,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,0,2,0
1765532910540,98,1,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,0,2,0
1765532910592,99,1,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,1,2,0
1765532910642,100,1,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,1,2,0
1765532910694,101,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,1,2,0
1765532910744,102,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,1,2,0
1765532910794,103,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,0,0,0,2,0,0,2,1,2,0
1765532910844,104,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,2,0,0,2,0,0,2,1,2,0
1765532910895,105,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,2,0,0,2,0,0,2,1,2,0
1765532910945,106,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,2,0,0,2,0,0,2,1,2,0
1765532910996,107,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,2,0,0,2,0,0,2,1,2,0
1765532911046,108,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,2,0,1,2,0,0,2,1,2,0
1765532911096,109,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,2,0,1,2,2,0,2,1,2,0
1765532911147,110,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,2,3,1,2,2,0,2,1,2,0
1765532911198,111,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,2,3,1,2,2,0,2,1,2,0
1765532911249,112,1,0,0,0,3,0,0,0,0,1,3,2,0,1,0,2,3,1,2,2,0,2,1,2,0
1765532911300,113,1,0,0,0,3,0,0,1,0,1,3,2,0,1,0,2,3,1,2,2,0,2,1,2,0
1765532911350,114,1,0,0,0,3,0,0,1,0,1,3,2,0,1,0,2,3,1,2,2,0,2,1,2,0
1765532911402,115,1,0,0,2,3,0,0,1,0,1,3,2,0,1,0,2,3,1,2,2,0,2,1,2,0
1765532911452,116,1,0,0,2,3,0,0,1,0,1,3,2,0,1,0,2,3,1,2,2,0,2,1,2,0
1765532911502,117,1,0,0,2,3,0,0,1,0,1,3,2,0,1,0,2,3,1,2,2,0,2,1,2,0
1765532911552,118,1,0,0,2,3,0,0,1,0,1,3,2,0,1,0,2,3,1,2,2,0,2,1,2,0
1765532911603,119,1,0,0,2,3,0,0,1,0,1,3,2,0,1,0,2,3,1,2,2,0,2,1,2,0
1765532911653,120,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,0
1765532911704,121,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,0
1765532911755,122,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,0
1765532911805,123,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,0
1765532911857,124,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,2
1765532911908,125,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,2
1765532911958,126,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,2
1765532912009,127,1,0,1,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,2
1765532912060,128,1,0,1,2,3,1,0,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912111,129,1,0,1,2,3,1,0,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912162,130,1,0,1,2,3,1,0,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912213,131,1,0,1,2,3,1,0,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912264,132,1,0,1,2,3,1,0,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912315,133,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912366,134,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912417,135,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912467,136,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912518,137,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912569,138,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912620,139,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912671,140,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912722,141,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912773,142,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912823,143,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912874,144,1,3,1,2,3,1,2,1,1,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
912569,138,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912620,139,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912671,140,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912722,141,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912773,142,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912823,143,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912874,144,1,3,1,2,3,1,2,1,1,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
